市場別,報告年度,公司代號,公司名稱,前十大股東持股情況,持股集中度,網絡中心性,風險等級,異常標籤
上市,2023,1314,中石化,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1314_20240530F17.pdf,76.34534718219086,0.0005449591280653951,中風險,正常
上市,2023,1315,達新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1315_20240621F17.pdf,74.54481116057795,0.0005449591280653951,中風險,正常
上市,2023,1316,上曜,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1316_20240529F17.pdf,84.32913233024951,0.0005449591280653951,高風險,正常
上市,2023,1319,東陽,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1319_20240618F17.pdf,66.55467491636864,0.0005449591280653951,中風險,正常
上市,2023,1321,大洋,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1321_20240531F17.pdf,67.89772430358829,0.0005449591280653951,中風險,正常
上市,2023,1323,永裕,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1323_20240527F17.pdf,59.80995118527924,0.0005449591280653951,低風險,正常
上市,2023,1324,地球,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1324_20240619F17.pdf,59.92208855918006,0.0005449591280653951,低風險,正常
上市,2023,1325,恆大,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1325_20240621F17.pdf,80.21132057832256,0.0005449591280653951,高風險,正常
上市,2023,1326,台化,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1326_20240618F17.pdf,83.24560987233438,0.0005449591280653951,高風險,正常
上市,2023,1337,再生-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1337_20240614F17.pdf,68.83012060047471,0.0005449591280653951,中風險,正常
上市,2023,1338,廣華-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1338_20240531F17.pdf,65.83561299933777,0.0005449591280653951,中風險,正常
上市,2023,1339,昭輝,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1339_20240530F17.pdf,87.13315772636909,0.0005449591280653951,高風險,正常
上市,2023,1340,勝悅-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1340_20240624F17.pdf,88.10940925535454,0.0005449591280653951,高風險,正常
上市,2023,1341,富林-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1341_20240612F17.pdf,63.50097809270687,0.0005449591280653951,中風險,正常
上市,2023,1342,八貫,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1342_20240523F17.pdf,51.556008193789054,0.0005449591280653951,低風險,正常
上市,2023,1402,遠東新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1402_20240627F17.pdf,71.0455975260709,0.0005449591280653951,中風險,正常
上市,2023,1409,新纖,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1409_20240530F17.pdf,68.43480581255355,0.0005449591280653951,中風險,正常
上市,2023,1410,南染,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1410_20240619F17.pdf,88.73658852083373,0.0005449591280653951,高風險,正常
上市,2023,1413,宏洲,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1413_20240527F17.pdf,77.40127564719839,0.0005449591280653951,中風險,正常
上市,2023,1414,東和,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1414_20240618F17.pdf,72.06359472076659,0.0005449591280653951,中風險,正常
上市,2023,1416,廣豐,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1416_20240530F17.pdf,68.55692985718784,0.0005449591280653951,中風險,正常
上市,2023,1417,嘉裕,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1417_20240619F17.pdf,60.67038529114384,0.0005449591280653951,中風險,正常
上市,2023,1418,東華,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1418_20240625F17.pdf,63.99420671900208,0.0005449591280653951,中風險,正常
上市,2023,1419,新紡,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1419_20240528F17.pdf,84.98574976598775,0.0005449591280653951,高風險,正常
上市,2023,1423,利華,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1423_20240621F17.pdf,84.01880375082385,0.0005449591280653951,高風險,正常
上市,2023,1432,大魯閣,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1432_20240531F17.pdf,87.72932149663376,0.0005449591280653951,高風險,正常
上市,2023,1434,福懋,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1434_20240621F17.pdf,87.87492453842407,0.0005449591280653951,高風險,正常
上市,2023,1435,中福,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1435_20240615F17.pdf,63.102266122036475,0.0005449591280653951,中風險,正常
上市,2023,1436,華友聯,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1436_20240619F17.pdf,57.55806353870264,0.0005449591280653951,低風險,正常
上市,2023,1437,勤益控,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1437_20240607F17.pdf,76.1423925409135,0.0005449591280653951,中風險,正常
上市,2023,1438,三地開發,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1438_20240626F17.pdf,59.68377404948493,0.0005449591280653951,低風險,正常
上市,2023,1439,雋揚,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1439_20240627F17.pdf,50.818110221569334,0.0005449591280653951,低風險,正常
上市,2023,1440,南紡,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1440_20240529F17.pdf,67.42230333219922,0.0005449591280653951,中風險,正常
上市,2023,1441,大東,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1441_20240527F17.pdf,71.87720245247635,0.0005449591280653951,中風險,正常
上市,2023,1442,名軒,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1442_20240619F17.pdf,56.7589878248047,0.0005449591280653951,低風險,正常
上市,2023,1443,立益物流,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1443_20240612F17.pdf,82.88046868624409,0.0005449591280653951,高風險,正常
上市,2023,1444,力麗,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1444_20240621F17.pdf,78.34979449593524,0.0005449591280653951,中風險,正常
上市,2023,1445,大宇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1445_20240530F17.pdf,52.6233448662197,0.0005449591280653951,低風險,正常
上市,2023,1446,宏和,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1446_20240614F17.doc,88.93395005842909,0.0005449591280653951,高風險,正常
上市,2023,1447,力鵬,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1447_20240621F17.pdf,52.18648705736641,0.0005449591280653951,低風險,正常
上市,2023,1449,佳和,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1449_20240625F17.pdf,76.23370510045885,0.0005449591280653951,中風險,正常
上市,2023,1451,年興,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1451_20240618F17.pdf,56.740720818232056,0.0005449591280653951,低風險,正常
上市,2023,1452,宏益,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1452_20240614F17.pdf,75.5348710306494,0.0005449591280653951,中風險,正常
上市,2023,1453,大將,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1453_20240614F17.pdf,87.1794310457233,0.0005449591280653951,高風險,正常
上市,2023,1454,台富,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1454_20240529F17.pdf,72.56965042313459,0.0005449591280653951,中風險,正常
上市,2023,1455,集盛,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1455_20240606F17.pdf,69.7092618459357,0.0005449591280653951,中風險,正常
上市,2023,1456,怡華,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1456_20240530F17.pdf,69.45153679363871,0.0005449591280653951,中風險,正常
上市,2023,1457,宜進,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1457_20240619F17.pdf,60.3069567730726,0.0005449591280653951,中風險,正常
上市,2023,1459,聯發,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1459_20240626F17.pdf,53.17508105668081,0.0005449591280653951,低風險,正常
上市,2023,1460,宏遠,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1460_20240614F17.pdf,57.616206177693634,0.0005449591280653951,低風險,正常
上市,2023,1463,強盛,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1463_20240625F17.pdf,85.46642481194061,0.0005449591280653951,高風險,正常
上市,2023,1464,得力,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1464_20240607F17.pdf,63.281418428380846,0.0005449591280653951,中風險,正常
上市,2023,1465,偉全,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1465_20240531F17.pdf,64.19611907701375,0.0005449591280653951,中風險,正常
上市,2023,1466,聚隆,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1466_20240621F17.pdf,62.17594764201684,0.0005449591280653951,中風險,正常
上市,2023,1467,南緯,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1467_20240614F17.pdf,58.83425225184759,0.0005449591280653951,低風險,正常
上市,2023,1468,昶和,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1468_20240619F17.pdf,61.93399252248087,0.0005449591280653951,中風險,正常
上市,2023,1470,大統新創,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1470_20240625F17.pdf,55.37155526622741,0.0005449591280653951,低風險,正常
上市,2023,1471,首利,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1471_20240619F17.pdf,69.11186720997144,0.0005449591280653951,中風險,正常
上市,2023,1472,三洋實業,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1472_20240527F17.pdf,68.84530260408641,0.0005449591280653951,中風險,正常
上市,2023,1473,台南,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1473_20240524F17.pdf,74.62545755911503,0.0005449591280653951,中風險,正常
上市,2023,1474,弘裕,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1474_20240626F17.pdf,71.23322401709844,0.0005449591280653951,中風險,正常
上市,2023,1475,業旺,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1475_20240625F17.pdf,72.12904195077124,0.0005449591280653951,中風險,正常
上市,2023,1476,儒鴻,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1476_20240612F17.pdf,64.2790960169355,0.0005449591280653951,中風險,正常
上市,2023,1477,聚陽,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1477_20240628F17.pdf,88.47622697699308,0.0005449591280653951,高風險,正常
上市,2023,1503,士電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1503_20240619F17.pdf,61.772175298285966,0.0005449591280653951,中風險,正常
上市,2023,1504,東元,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1504_20240524F17.pdf,86.79544735391306,0.0005449591280653951,高風險,正常
上市,2023,1506,正道,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1506_20240611F17.pdf,54.21112926829199,0.0005449591280653951,低風險,正常
上市,2023,1512,瑞利,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1512_20240624F17.pdf,82.86295053594753,0.0005449591280653951,高風險,正常
上市,2023,1513,中興電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1513_20240527F17.pdf,84.1393546349783,0.0005449591280653951,高風險,正常
上市,2023,1514,亞力,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1514_20240626F17.pdf,74.98449336616267,0.0005449591280653951,中風險,正常
上市,2023,1515,力山,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1515_20240530F17.pdf,66.03675622454791,0.0005449591280653951,中風險,正常
上市,2023,1516,川飛,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1516_20240607F17.pdf,77.614248563476,0.0005449591280653951,中風險,正常
上市,2023,1517,利奇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1517_20240625F17.pdf,89.63193515426715,0.0005449591280653951,高風險,正常
上市,2023,1519,華城,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1519_20240613F17.pdf,78.11999941988181,0.0005449591280653951,中風險,正常
上市,2023,1521,大億,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1521_20240611F17.pdf,80.30262426128854,0.0005449591280653951,高風險,正常
上市,2023,1522,堤維西,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1522_20240618F17.pdf,84.92425289696216,0.0005449591280653951,高風險,正常
上市,2023,1524,耿鼎,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1524_20240612F17.pdf,60.103564042182526,0.0005449591280653951,中風險,正常
上市,2023,1525,江申,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1525_20240529F17.pdf,83.34464259075963,0.0005449591280653951,高風險,正常
上市,2023,1526,日馳,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1526_20240619F17.pdf,66.94650709725974,0.0005449591280653951,中風險,正常
上市,2023,1527,鑽全,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1527_20240628F17.pdf,86.45720132385954,0.0005449591280653951,高風險,正常
上市,2023,1528,恩德,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1528_20240529F17.pdf,89.41146232025719,0.0005449591280653951,高風險,正常
上市,2023,1529,樂事綠能,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1529_20240514F17.pdf,85.36181248683205,0.0005449591280653951,高風險,正常
上市,2023,1530,亞崴,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1530_20240618F17.pdf,75.21207911414797,0.0005449591280653951,中風險,正常
上市,2023,1531,高林股,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1531_20240621F17.pdf,52.165674834479475,0.0005449591280653951,低風險,正常
上市,2023,1532,勤美,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1532_20240625F17.pdf,76.1084351318638,0.0005449591280653951,中風險,正常
上市,2023,1533,車王電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1533_20240618F17.pdf,65.14129136309121,0.0005449591280653951,中風險,正常
上市,2023,1535,中宇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1535_20240625F17.pdf,82.04149879320458,0.0005449591280653951,高風險,正常
上市,2023,1536,和大,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1536_20240613F17.pdf,87.28153869433586,0.0005449591280653951,高風險,正常
上市,2023,1537,廣隆,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1537_20240618F17.pdf,53.62068356070344,0.0005449591280653951,低風險,正常
上市,2023,1538,正峰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1538_20240628F17.pdf,52.48193807653818,0.0005449591280653951,低風險,正常
上市,2023,1539,巨庭,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1539_20240618F17.doc,70.36823783364402,0.0005449591280653951,中風險,正常
上市,2023,1540,喬福,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1540_20240625F17.doc,65.78152041160844,0.0005449591280653951,中風險,正常
上市,2023,1541,錩泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1541_20240621F17.pdf,55.3396386009496,0.0005449591280653951,低風險,正常
上市,2023,1558,伸興,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1558_20240621F17.pdf,62.347451471931436,0.0005449591280653951,中風險,正常
上市,2023,1560,中砂,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1560_20240624F17.pdf,81.29364972272799,0.0005449591280653951,高風險,正常
上市,2023,1563,巧新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1563_20240527F17.pdf,78.55293782060677,0.0005449591280653951,中風險,正常
上市,2023,1568,倉佑,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1568_20240524F17.pdf,50.34036037902807,0.0005449591280653951,低風險,正常
上市,2023,1582,信錦,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1582_20240621F17.pdf,74.68701964198304,0.0005449591280653951,中風險,正常
上市,2023,1583,程泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1583_20240619F17.pdf,89.01715071881512,0.0005449591280653951,高風險,正常
上市,2023,1587,吉茂,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1587_20240530F17.pdf,56.993310797874905,0.0005449591280653951,低風險,正常
上市,2023,1589,永冠-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1589_20240531F17.pdf,83.63516111637368,0.0005449591280653951,高風險,正常
上市,2023,1590,亞德客-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1590_20240530F17.pdf,74.08733650028636,0.0005449591280653951,中風險,正常
上市,2023,1597,直得,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1597_20240530F17.pdf,52.48574247818523,0.0005449591280653951,低風險,正常
上市,2023,1598,岱宇,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1598_20240527F17.pdf,67.82885735809195,0.0005449591280653951,中風險,正常
上市,2023,1603,華電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1603_20240621F17.pdf,81.30054489411762,0.0005449591280653951,高風險,正常
上市,2023,1604,聲寶,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1604_20240612F17.pdf,87.22115708708841,0.0005449591280653951,高風險,正常
上市,2023,1605,華新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1605_20240517F17.pdf,82.32466516228716,0.0005449591280653951,高風險,正常
上市,2023,1608,華榮,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1608_20240613F17.pdf,79.5985156776346,0.0005449591280653951,中風險,正常
上市,2023,1609,大亞,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1609_20240531F17.pdf,86.73798831952992,0.0005449591280653951,高風險,正常
上市,2023,1611,中電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1611_20240530F17.pdf,82.86930775620614,0.0005449591280653951,高風險,正常
上市,2023,1612,宏泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1612_20240612F17.pdf,66.17030699933136,0.0005449591280653951,中風險,正常
上市,2023,1614,三洋電,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1614_20240613F17.pdf,77.67736921481936,0.0005449591280653951,中風險,正常
上市,2023,1615,大山,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1615_20240626F17.pdf,82.17865317375188,0.0005449591280653951,高風險,正常
上市,2023,1616,億泰,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1616_20240624F17.pdf,55.14499333184971,0.0005449591280653951,低風險,正常
上市,2023,1617,榮星,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1617_20240612F17.pdf,60.58528288308317,0.0005449591280653951,中風險,正常
上市,2023,1618,合機,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1618_20240624F17.pdf,85.31502047447796,0.0005449591280653951,高風險,正常
上市,2023,1626,艾美特-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1626_20240618F17.pdf,65.61378163546493,0.0005449591280653951,中風險,正常
上市,2023,1702,南僑,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1702_20240530F17.pdf,59.19051625587173,0.0005449591280653951,低風險,正常
上市,2023,1707,葡萄王,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1707_20240530F17.doc,52.70334484459825,0.0005449591280653951,低風險,正常
上市,2023,1708,東鹼,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1708_20240521F17.pdf,60.0441066639086,0.0005449591280653951,中風險,正常
上市,2023,1709,和益,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1709_20240613F17.pdf,61.95547683315422,0.0005449591280653951,中風險,正常
上市,2023,1710,東聯,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1710_20240612F17.pdf,56.95979914301369,0.0005449591280653951,低風險,正常
上市,2023,1711,永光,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1711_20240530F17.pdf,76.52581917839532,0.0005449591280653951,中風險,正常
上市,2023,1712,興農,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1712_20240531F17.pdf,86.51712088049503,0.0005449591280653951,高風險,正常
上市,2023,1713,國化,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1713_20240620F17.pdf,53.057247590298815,0.0005449591280653951,低風險,正常
上市,2023,1714,和桐,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1714_20240619F17.pdf,86.32745880720086,0.0005449591280653951,高風險,正常
上市,2023,1717,長興,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2024_1717_20240625F17.pdf,60.289715254396675,0.0005449591280653951,中風險,正常
