"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","會計師確信意見類型","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"2063","世鎧精密股份有限公司","SHEH KAI","係自願編製與申報","鋼鐵工業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.shehkai.com.tw/list/cate-60076.htm","","2024/08/30","","","https://www.shehkai.com.tw/list/cate-60076.htm","","2024/11/20","","","roger@shehkai.com.tw",""
"2065","世豐螺絲股份有限公司","SF","係自願編製與申報","鋼鐵工業","2023/01/01~2023/12/31","GRI準則","","","KPMG 安侯建業聯合會計師事務所","ISAE 3000","合理確信","https://www.shehfung.com/index.php?option=module&lang=cht&task=pageinfo&id=345&index=1","","2024/06/27","","","","","","","","maggie@shehfung.com",""
"2230","泰茂實業股份有限公司","C.T.I.","係自願編製與申報","電機機械","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ctico.com.tw/zh-tw/a1-17370/%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A.html","","2024/08/27","","2024/08/30","","","","","","cti-30@ctico.com.tw",""
"2640","台灣大車隊股份有限公司","TaiwanTaxi","係自願編製與申報","數位雲端","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.taiwantaxi.com.tw/Article?fid=6&sid=40&tid=1110","","2024/08/21","","","","","","","","ir@taiwantaxi.com.tw ",""
"2641","正德海運股份有限公司","Franbo Lines","資本額達新臺幣二十億元以上者","航運業","2023/01/01~2023/12/31","GRI準則","","","","","","www.franbo.com.tw","","2024/08/15","","","","","","","","hrm@franbo.com.tw",""
"2729","瓦城泰統股份有限公司","TTFB","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.ttfb.com/csr","","2024/08/29","","","","","","","","csr@ttfb.com",""
"2732","六角國際事業股份有限公司","La Kaffa","係自願編製與申報","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","永安聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","第三次無擔保","","2024/08/29","","","","","","","","pingjia.peng@lakaffa.com.tw",""
"2740","天蔥國際股份有限公司","Mr. Onion","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","蘊揚聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","http://www.mr-onion.com/Enterprise/CSR","","2024/08/28","","","","","","","","irene.lee@mr-onion.com",""
"2752","豆府股份有限公司","TOFU","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","正大聯合會計師事務所 Grant Thornton Taiwan","確信準則3000號(原公報第一號)","有限確信","https://www.tofuglobal.com/tw/CSR.html","","2024/08/29","","2024/10/07","","","","","","irene.chen@dubuhouse.com.tw",""
"2754","亞洲藏壽司股份有限公司","KURA SUSHI ASIA","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","國富浩華聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://investor.kurasushi.tw/sustainability-report","","2024/08/15","","2024/10/04","","","","","","ir@kurasushi.tw",""
"2755","揚秦國際企業股份有限公司","YoungQin","係自願編製與申報","觀光餐旅","2023/01/01~2023/12/31","GRI準則","英國標準協會BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.youngqin.com.tw/index.php?code=list&ids=1023","","2024/08/29","","","https://www.youngqin.com.tw/index.php?code=list&ids=1023","","2024/08/29","","","CSR@youngqin.com.tw",""
"3071","協禧電機股份有限公司","ADDA　","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.adda.com.tw","","2024/08/30","","","","","","","","esg@adda.com.tw",""
"3078","僑威科技股份有限公司","CWT　　","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.cwt.com.tw/tw/csr/report","","2024/08/22","","","","","","","","candy@mail.cwt.com.tw","無"
"3081","聯亞光電工業股份有限公司","LandMark","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.lmoc.com.tw/index.php?option=module&lang=cht&task=showlist&id=25&index=3","","2024/08/30","","","https://www.lmoc.com.tw/index.php?option=module&lang=cht&task=showlist&id=25&index=3","","2024/10/04","","","csr@lmoc.com.tw",""
"3083","中華網龍股份有限公司","CHINESEGAMER","係自願編製與申報","文化創意業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.chinesegamer.net/web/i9.asp","","2024/08/28","","","","","","","","investment@chinesegamer.net",""
"3086","華義國際數位娛樂股份有限公司","WAYI　　","係自願編製與申報","文化創意業","2023/01/01~2023/12/31","GRI準則","SGS Taiwan Ltd.","AA1000 第1類型(Type1) 中度保證","","","","https://www.wayi.net/5_duty04.html","","2024/08/30","","","","","","","","ESG@wayi.com.tw",""
"3088","艾訊股份有限公司","AXIOMTEK","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","英國標準協會有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&ItemId=194&C=%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95%E5%B0%88%E5%8D%80","","2024/08/29","","","https://www.axiomtek.com/Default.aspx?MenuId=AboutUs&ItemId=818&C=CSR+at+Axiomtek","","2024/09/27","","","skin.huang@axiomtek.com.tw",""
"3093","台灣港建股份有限公司","TKK　","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.tkk.com/tw/Csr","","2024/08/16","","","","","","","","nina_lin@tkk.com.tw",""
"3105","穩懋半導體股份有限公司","WIN　　","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","立恩威國際驗證股份有限公司","AA1000 第2類型(Type2) 中度保證","","","","https://www.winfoundry.com/wincsr/tw/downlaod.html","","2024/07/03","","","https://www.winfoundry.com/wincsr/en/downlaod.html","","2024/07/03","","","wincsr@winfoundry.com",""
"3118","進階生物科技股份有限公司","LEVEL","係自願編製與申報","生技醫療業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.level.com.tw/corporate_tw_3.php","","2024/08/29","","","","","","","","pr@mail.level.com.tw",""
"3122","笙泉科技股份有限公司","Megawin　","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.megawin.com.tw/files/uploads/ESG/2023Megawin_ESG_Report.pdf","","2024/08/30","","","","","","","","sholder@megawin.com.tw",""
"3128","昇銳電子股份有限公司","HI SHARP","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.hisharp.com/zh-tw/csr.php","","2024/08/22","","","","","","","","alexcheng@hisharp.com.tw",""
"3131","弘塑科技股份有限公司","GPTC","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.gptc.com.tw/esg/ESG-Report/","","2024/11/13","","","","","","","","ESG@gptc.com.tw",""
"3152","璟德電子工業股份有限公司","ACX","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.acxc.com.tw/report","","2024/07/30","","","","","","","","invest@acxc.com.tw","無"
"3169","亞信電子股份有限公司","ASIX　　","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.asix.com.tw/tw","","2024/08/27","","","https://www.asix.com.tw/en","","2024/08/27","","","csr@asix.com.tw",""
"3205","佰研生化科技股份有限公司","SLS","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","生技醫療業","2023/01/01~2023/12/31","GRI準則","","","奕欣聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.naturalbiokey.com/","","2024/08/30","","2024/10/23","","","","","","kevin.chiu@naturalbiokey.com",""
"3206","志豐電子股份有限公司","KINGSTATE","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.kingstate.com.tw/esg-download?","","2024/08/30","","","https://www.kingstate.com.tw/esg-download ","","2024/08/30","","","carollin@kingstate.com.tw",""
"3211","順達科技股份有限公司","Dynapack","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.dynapack.com.tw/h/DataDetail?key=iczce&cont=27936","","2024/08/30","","","","","","","","Meiling.Cheng@dynapack.com.tw",""
"3218","大學光學科技股份有限公司","UNIVERSAL","係自願編製與申報","生技醫療業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.uvb.com.tw/file/financial/pdf6/112%E5%B9%B4%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2024/08/14","","","https://www.uvb.com.tw/file/financial/pdf6/2023_ESG_Report.pdf?20241015","","2024/10/15","","","sophia.lien@eyecenter.com.tw",""
"3224","三顧股份有限公司","MetaTech","係自願編製與申報","電子通路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.metatech.com.tw/tw/ir/csr","","2024/08/20","","","","","","","","sammih@metatech.com.tw",""
"3227","原相科技股份有限公司","PXI","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI 準則及SASB 準則","","","","","","https://www.pixart.com/corporate-esg-report/tw/","","2024/08/26","","","https://www.pixart.com/corporate-esg-report","","2024/11/01","","","ken_kuo@pixart.com",""
"3230","錦明實業股份有限公司","Jiin Ming","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://jmg.com.tw/ebook_list/","","2024/06/21","","","","","","","","eddie.liang@jmg.com.tw","2023年ESG永續報告書將於2024年8月9日列入董事會議案"
"3236","千如電機工業股份有限公司","ABC","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第1類型(Type1) 中度保證","","","","https://www.atec-group-main.com/tw/csr-139-140-page373","","2024/08/30","","","","","","","","csr@atec-group.com",""
"3260","威剛科技股份有限公司","ADATA","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則/SASB/TCFD","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.adata.com/tw/","","2024/08/30","","","","","","","","地 址：台北市內湖區潭美街 533 號 25 樓 /電 話：02-8228-0886 /聯絡信箱：adata@adata.com ",""
"3264","欣銓科技股份有限公司","Ardentec","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31"," GRI 通用準則 / AA1000 AP","英國標準協會臺灣分公司 (BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","","","","https://esg.ardentec.com/zh-TW/esg-report/index","","2024/08/26","","","https://esg.ardentec.com/en-global/esg-report/index","","2024/08/26","","","聯絡窗口: 欣銓科技股份有限公司 永續系統處 地址: 303036 新竹縣湖口鄉勝利村工業三路 3 號 電話: +886-3-5976688 #1211 電子郵件: esg@ardentec.com 官網: web.ardentec.com / esg.ardentec.com",""
"3265","台星科股份有限公司","WST","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.winstek.com.tw/html/CSR/download.html","","2024/11/08","","","https://www.winstek.com.tw/html/CSR/download-en.html","","2024/11/08","","","George.Chang@winstek.com.tw",""
"3272","東碩資訊股份有限公司","GW","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","AFNOR","AA1000 第1類型(Type1) 中度保證","","","","https://old.goodway.com.tw/zh-hant/goodway-csr","","2024/08/06","","","","","","","","roger_wu@goodway.com.tw","無"
"3285","微端科技股份有限公司","MT","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.microtips.com.tw/zh-TW","","2024/09/30","","","","","","","","sky@microtips.com.tw",""
"3289","宜特科技股份有限公司","IST","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","DQS Taiwan Inc.","AA1000 第2類型(Type2) 中度保證","","","","https://www.istgroup.com/tw/about-ist/csr/sustainability_reports","","2024/08/30","","","","","","","","ESG@istgroup.com","無"
"3293","鈊象電子股份有限公司","IGS","係自願編製與申報","文化創意業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.igs.com.tw/investors/cosocial/","","2024/08/30","","","","","","","","bijiachen@igs.com.tw",""
"3294","英濟股份有限公司","Megaforce","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.megaforce.com.tw/zh-tw/Report/SustainabilityReport?sn_id=1006","","2024/08/19","","","","","","","","service@megaforce.com.tw",""
"3303","岱稜科技股份有限公司","UNIVACCO","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.univacco.com.tw/upload_files/csr/Report%20PDF/2023_Univacco_ESG_report.pdf","","2024/08/29","","","","","","","","3303HR@univacco.com",""
"3306","鼎天國際股份有限公司","RoyalTek","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.royaltek.com/tw/investors/information/197/198/","","2024/08/06","","","","","","","","tiffany.wang@royaltek.com",""
"3323","加百裕工業股份有限公司","Celxpert","係自願編製與申報","電腦及週邊設備業","2022/01/01~2023/12/31","GRI準則","","","","","","https://zh-tw.celxpert.com.tw/esg-report","","2024/08/22","","","https://www.celxpert.com.tw/esg-report","","2024/08/22","","","Jack_Liu@celxpert.com.tw",""
"3324","雙鴻科技股份有限公司","AURAS","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.auras.com.tw/ResourceCenter/60","","2024/06/27","","","https://www.auras.com.tw/ResourceCenter/60","","2024/08/12","","","永續暨公司治理辦公室 黃晶暄 02-89901653",""
"3325","旭品科技股份有限公司","Casing","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.casing.com.tw/upfile/editor/files/%E6%97%AD%E5%93%81-2023%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2024/08/21","","","","","","","","service@casing.com.tw",""
"3357","西北臺慶科技股份有限公司","TAI-TECH","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.tai-tech.com.tw/download","","2024/08/15","","","https://esg.tai-tech.com.tw/download","","2024/08/15","","","esg@tai-tech.com.tw",""
"3362","先進光電科技股份有限公司","ABILITY","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","www.aoet.com.tw","","2024/08/30","",""," 關係人專區網址	 www.aoet.com.tw","","2024/08/30","","","wenching@aoet.com.tw",""
"3372","台灣典範半導體股份有限公司","TICP","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","http://www.ticp.com.tw/zh-tw/ESG","","2024/11/21","","","","","","","","lancechen@ticp.com.tw",""
"3374","精材科技股份有限公司","Xintec","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","英國標準協會(BSI)","AA1000 第1類型(Type1) 中度保證","","","","https://www.xintec.com.tw/chi/Legal/ESG_Policy_Reports.html","","2024/06/28","","2024/10/21","","","","","","ESG@xintec.com.tw",""
"3388","崇越電通股份有限公司","TTC","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.topcocorp.com/zh-tw/csr/index/ESG_6","","2024/08/30","","","","","","","","吳坤明 <larry.wu@topcocorp.com>",""
"3430","奇鈦科技股份有限公司","CHITEC","屬化學工業者","化學工業","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.chitec.com.tw/esg33-74-2023-0.htm","","2024/06/28","","2024/10/18","","","","","","ir@chitec.com",""
"3479","安勤科技股份有限公司","Avalue","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.avalue.com/tw/esg/report","","2024/08/19","","","https://www.avalue.com/en/esg","","2024/11/21","","","ESG@avalue.com",""
"3484","崧騰企業股份有限公司","SOLTEAM","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI、SASB、TCFD","","","","","","https://www.solteam.com.tw/download/2023_ESG(REPORT)(1).pdf","","2024/08/09","","","","","","","","ESG@solteam.com.tw",""
"3489","森寶開發股份有限公司","Sun Brothers","係自願編製與申報","建材營造","2023/01/01~2023/12/31","自訂揭露架構。","","","","","","https://www.sunbrothers.com.tw/Page/CSR","","2024/05/08","","","","","","","","jini_hsiao@sunbrothers.com.tw","無。"
"3491","昇達科技股份有限公司","UMT","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.umt-tw.com/tw/csr_book.php","","2024/08/14","","","","","","","","invest@umt-tw.com",""
"3522","御嵿國際股份有限公司","TOPLUS","屬餐飲收入占其全部營業收人之比率達百分之五十以上者","觀光餐旅","2023/01/01~2023/12/31","GRI準則","","","國富浩華聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://toplusglobal.com/esg-report/","","2024/08/30","","","https://toplusglobal.com/esg-report/","","2024/08/30","","","Bruce_Liu@toplusglobal.com",""
"3529","力旺電子股份有限公司","eMemory","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ememory.com.tw/zh-TW/About/ESG_Report","","2024/08/21","","","https://www.ememory.com.tw/en-US/About/ESG_Report","","2024/08/21","","","ESG@ememory.com.tw",""
"3537","堡達實業股份有限公司","PODAK","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.podak.com.tw/shareholder_governance/shareholder_governance.html","","2024/08/30","","","","","","","","886-2-2521-9090 白榮生先生",""
"3546","宇峻奧汀科技股份有限公司","USERJOY","係自願編製與申報","文化創意業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.userjoy.com.tw/","","2024/06/27","","","https://www.userjoy.com.tw/en/sustainability/sustainability_sustainable_02.aspx","","2024/08/13","","","anny08@uj.com.tw; johnnyhsiao@uj.com.tw",""
"3548","兆利科技工業股份有限公司","JARLLY","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.jarlly.com/","","2024/08/29","","","","","","","","regina@jarlly.com",""
"3552","同致電子企業股份有限公司","TUNG THIH","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","台灣德國北德技術監護顧問股份有限公司(TUV NORD)","AA1000 第1類型(Type1) 中度保證","","","","https://www.tungthih.com.tw/about.php?show=24","","2024/08/29","","","https://www.tungthih.com.tw/about.php?show=24","","2024/10/14","","","Investors@tungthih.com.tw",""
"3558","神準科技股份有限公司","Senao Networks","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司(SGS)","AA1000 第1類型(Type1) 中度保證","","","","https://www.senaonetworks.com","","2024/08/30","","","","","","","","Celine.Chen@senao.com",""
"3587","閎康科技股份有限公司","MA-tek","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.matek.com/zh-TW/Download/index/CSRReport/CSRReport","","2024/07/05","","2024/07/31","https://www.matek.com/zh-TW/Download/index/CSRReport/CSRReport","","2024/10/28","","","stock@ma-tek.com",""
"3594","磐儀科技股份有限公司","ARBOR","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.arbor-technology.com/storage/media/responsibility/CSR/2023_ESG_report.pdf","","2024/08/30","","","https://www.arbor-technology.com/storage/media/responsibility/CSR/2023_ESG_repoet_EN.pdf","","2024/09/03","","","IVY@ARBOR.COM.TW","NA"
"3597","映興電子股份有限公司","AVI","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","只依部份GRI標準,並不完整","","","","","","https://www.avertronics.com/zh-TW/sustainability/esg-report","","2024/06/14","","","","","","","","電子信箱：csr@avertronics.com",""
"3623","富晶通科技股份有限公司","TTI","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.transtouch.com.tw/doc/CSR2023.pdf","","2024/09/12","","","","","","","","T01425@transtouch.com.tw",""
"3624","光頡科技股份有限公司","VIKING","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","www.viking.com.tw","","2024/06/28","","2024/08/27","","","","","","nicoleyang@viking.com.tw",""
"3628","盈正豫順電子股份有限公司","ABLEREX","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.ablerex.com.tw/ch/csr_3_7.php","","2024/08/01","","","https://www.ablerex.com.tw/esg_3_4.php","","2024/09/03","","","ablerex.service@ablerex.com.tw",""
"3663","鑫科材料科技股份有限公司","TTMC","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://reurl.cc/Mjb7Z4","","2024/08/19","","","","","","","","skuo@e-ttmc.com.tw",""
"3675","德微科技股份有限公司","Eris Tech","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.eris.com.tw/erisSocialResponsibility.php","","2024/10/03","","2024/10/29","https://www.eris.com.tw/erisSocialResponsibility_EN.php?LANG=EN","","2024/10/30","","","esther.chiu@eris.com.tw","本報告書已於204年10月28日向董事會報告通過"
"3680","家登精密工業股份有限公司","Gudeng","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","DNV","AA1000 第1類型(Type1) 中度保證","","","","https://esg.gudeng.com/report.html","","2024/08/13","","","https://www.gudeng.com/FileDownload?itemid=44&mid=348","","2024/09/02","","","營運長室 永續規劃師 李博琳 (02)2268-9141#61505",""
"3689","湧德電子股份有限公司","UDE","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ude-corp.com/tw/news/category/160","","2024/08/27","","","","","","","","ken.tian@ude-corp.com",""
"3691","碩禾電子材料股份有限公司","GIGASOLAR","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","http://www.gigasolar.com.tw/csr.aspx?id=15","","2024/08/29","","","","","","","","IR@gigasolar.com.tw",""
"3707","漢磊科技股份有限公司","EPISIL","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.episil.com/zh-tw/esg/esg_download","","2024/08/23","","","https://www.episil.com/en-US/esg/esg_download","","2024/10/17","","","episil_mail@episil.com",""
"3710","連展投資控股股份有限公司","ACON Holding","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","http://www.acon-holding.com/?action=case&id=33","","2024/08/29","","","","","","","","sammy@acon.com",""
"4102","永日化學工業股份有限公司","YUNGZIP　","係自願編製與申報","生技醫療業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.yungzip.com/tw/investors/33","","2024/08/27","","","","","","","","yspgyzc@yungshingroup.com",""
