"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"1256","鮮活果汁-KY","Sunjuice","1. 屬食品工業者","食品工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","http://www.myfreshjuice.com/list/?162_1.html","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","CSR@sunjuice.com.cn                                                                                                     ",""
"1301","台塑","FPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","","https://csr.fpc.com.tw/FPC_CSR/csr_download.aspx","","2023/06/28","","","https://csr.fpc.com.tw/FPC_CSR/csr_download.aspx                                                                                                                                                        ","","2023/09/27","","","fpccsr@fpc.com.tw                                                                                                       ",""
"1303","南亞","NPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","","http://www.npc.com.tw/j2npc/zhtw/csr_report.jsp","","2023/06/30","","","https://www.npc.com.tw/j2npc/zhtw/csr_report.jsp                                                                                                                                                        ","","2023/12/25","","","NPC_ESG@npc.com.tw                                                                                                      ",""
"1304","台聚","USI","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","「法國標準協會」亞太公司艾法諾國際股份有限公司(AFNOR Asia Ltd.)","","https://www.usife.com/ESG/zh-tw/ESG72.aspx","","2023/06/30","","","https://www.usife.com/ESG/ESGFiles/Report/USI_ESG2022_en.pdf                                                                                                                                            ","","2023/11/30","","","Cally@usig.com                                                                                                          ",""
"1305","華夏","CGPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","第三方驗證機構「法國標準協會」亞太公司艾法諾國際股份有限公司(AFNOR Asia Ltd.)","","https://www.cgpc.com.tw/ESG/tw/ESG-Report.aspx","","2023/06/30","","","https://www.cgpc.com.tw/en-us/dirESG/ESG-Report.aspx                                                                                                                                                    ","","2023/10/27","","","jessicachen@usig.com、KENNYCHEN@usig.com                                                                                ","本報告書不含海外子公司，部份資料回溯至111年之前及112年之內容與績效。"
"1307","三芳","SAN FANG","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.sanfang.com/interested/%E9%97%9C%E6%96%BC%EF%BD%85%EF%BD%93%EF%BD%87","","2023/06/02","","","                                                                                                                                                                                                        ","","","","","juii@sanfang.con.tw                                                                                                     ",""
"1308","亞聚","APC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","「法國標準協會」亞太公司艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","","https://www.apc.com.tw/ESG/zh-tw/ESG82.aspx","","2023/06/30","","","https://www.apc.com.tw/en-us/dirESG/frmESGReport.aspx                                                                                                                                                   ","","2023/10/26","","","shpan@usig.com                                                                                                          ",""
"1309","台達化","TTC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","「法國標準協會」亞太公司艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","","https://www.ttc.com.tw/zh-tw/dirCSRnew/frmReport.aspx","","2023/06/30","","","https://www.ttc.com.tw/zh-tw/dirCSRnew/frmReport_en.aspx                                                                                                                                                ","","2023/11/13","","","leeclong@usig.com                                                                                                       ",""
"1310","台苯","T.S.M.C.","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、SASB、TCFD","無","無資料","N/A","","https://www.smct.com.tw/Responsibility/responsibility","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","eveline@smct.com.tw                                                                                                     ",""
"1312","國喬","GPPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","TUV NORD","","https://www.gppc.com.tw/","","2023/06/29","","","https://www.gppc.com.tw/                                                                                                                                                                                ","","2023/07/05","","","popeye@gppc.com.tw                                                                                                      ","無"
"1313","聯成","UPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","https://www.upc.com.tw/zh-TW/esg_reports","","2023/06/27","","","                                                                                                                                                                                                        ","","","","","esg@upc.com.tw                                                                                                          ",""
"1314","中石化","CPDC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","英國標準協會(BSI)","","https://www.cpdc.com.tw/tw/csr_pdf","","2023/06/30","","","https://www.cpdc.com.tw/en/csr_pdf                                                                                                                                                                      ","","2023/11/17","","","CSR@cpdc.com.tw, venessachi@cpdc.com.tw                                                                                 ","英文版報告書編製中，完成後置於公司網站https://www.cpdc.com.tw/en/csr_pdf"
"1316","上曜","SUN  YAD","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.sunyad.com.tw/responsibility.asp","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","sunyad_101@yahoo.com.tw                                                                                                 ",""
"1319","東陽","OTN","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tyg.com.tw/","","2023/06/29","","","https://www.tyg.com.tw/                                                                                                                                                                                 ","","2023/08/30","","","16503@tyg.com.tw                                                                                                        ",""
"1321","大洋","OPC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.opc.com.tw/zh-tw/a2-9767/%E5%B9%B4%E5%BA%A62022.html","","2023/06/26","","","                                                                                                                                                                                                        ","","","","","denny@opc.com.tw                                                                                                        ",""
"1323","永裕","YONYU","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.yonyu.com.tw/yonyu/esg.php","","2023/09/13","","","                                                                                                                                                                                                        ","","","","","hch2470@yonyu.com.tw                                                                                                    ",""
"1326","台化","FCFC","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司 (AFNOR Asia Ltd.)","","https://www.fcfc.com.tw/data-22345","","2023/06/21","","","https://www.fcfc.com.tw/data-22345                                                                                                                                                                      ","","2023/10/04","","","management@fcfc.com.tw                                                                                                  ",""
"1337","再生-KY","Asia Plastic","5. 股本達新臺幣一百億元以上者","塑膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","德昌聯合會計師事務所","","http://asia-recycle.com/governance/responsibility/","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","weimin831@gmail.com                                                                                                     ",""
"1338","廣華-KY","Hiroca","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.hirosawa.com.cn","","2023/09/25","","","                                                                                                                                                                                                        ","","","","","joey@hirosawa.com.cn                                                                                                    ",""
"1402","遠東新","FENC","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、SASB化學行業指標、TCFD及IFRS永續揭露準則(草案) S1,S2","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司(SGS)","","https://csr.fenc.com/report.aspx?lang=zh","","2023/06/29","","","https://csr.fenc.com/report-download?lang=en                                                                                                                                                            ","","2023/08/09","","","csr@fenc.com                                                                                                            ",""
"1409","新纖","SSFC","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","TUV","","http://www.shinkong.com.tw/front/investors","","2023/06/27","","","                                                                                                                                                                                                        ","","","","","corp_pd@shinkong.com.tw                                                                                                 ",""
"1413","宏洲","H.C.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.hungchou.com.tw","","2023/06/20","","","                                                                                                                                                                                                        ","","","","","albert@yijinn.com.tw                                                                                                    ","111年度溫室氣體盤查委託中國生產力中心做外部查證，截止於6/20尚未取得驗證報告。"
"1414","東和","TUNG HO","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.tungho.com.tw/userfiles/esgrpt/tunghoesgrpt2023arch.pdf","","2023/09/13","","","                                                                                                                                                                                                        ","","","","","david@tungho.com.tw                                                                                                     ",""
"1419","新紡","SHINKO.TEXTILE","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.sktextile.com.tw/files/sustainability/1695887893794.pdf","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","ESG@sktextile.com.tw                                                                                                    ","無"
"1434","福懋","F.T.C","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司 (SGS Taiwan)","","http://www.ftc.com.tw/newftc/respons_report.php","","2023/06/27","","","http://www.ftc.com.tw/newftc/en/respons_report.php                                                                                                                                                      ","","2023/12/07","","","t113001@ftc.com.tw                                                                                                      ",""
"1437","勤益控","GTM","5. 股本達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gtm.com.tw/esg/#ESG-Report","","2023/08/25","","","                                                                                                                                                                                                        ","","","","","gtm@gtm.com.tw                                                                                                          ","無"
"1440","南紡","TAINAN SPINNING","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","DNV立恩威國際驗證","","http://www.tainanspin.com.tw/","","2023/06/21","","2023/08/22","https://www.tainanspin.com.tw/index.php?temp=csr&lang=en                                                                                                                                                ","","2023/10/03","","","CSR@tainanspin.com.tw                                                                                                   ",""
"1442","名軒","ADVANCETEK","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.advancetek.com.tw","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","ling@advancetek.com.tw                                                                                                  ","無"
"1444","力麗","LEALEA","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lealeagroup.com.tw/project-detail/ll22/","","2023/06/28","","","                                                                                                                                                                                                        ","","","","","hung0612@lipeng.com.tw                                                                                                  ",""
"1447","力鵬","LP","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lealeagroup.com.tw/project-detail/lp22/","","2023/06/28","","","                                                                                                                                                                                                        ","","","","","kenny110@lealea.com.tw                                                                                                  ",""
"1451","年興","NIEN HSING","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.nhjeans.com/sustainability/?lang=zh-hant","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","terence.chou@nhjeans.com                                                                                                ",""
"1455","集盛","ZIG SHENG","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","香港商英國標準協會太平洋有限公司台灣分公司 (BSI )","","http://www.zigsheng.com/corporate-social-responsibility-zh/historical-corporate-social-responsibility-reports-zh/","","2023/06/28","","","http://www.zigsheng.com/en/csr/past-csr-reports/                                                                                                                                                        ","","2023/11/08","","","CSR@zigsheng.com                                                                                                        ","無"
"1457","宜進","YI JINN","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.yijinn.com.tw","","2023/06/20","","","                                                                                                                                                                                                        ","","","","","albert@yijinn.com.tw                                                                                                    ","111年度溫室氣體盤查委託台灣商檢中心做外部查證，截止於6/20尚未取得驗證報告。"
"1459","聯發","LAN FA","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://main.lanfa.com.tw/","","2023/06/26","","2023/06/26","                                                                                                                                                                                                        ","","","","","tpe_hr@lanfa.com.tw                                                                                                     ",""
"1460","宏遠","EVEREST","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣科技檢驗股份有限公司","","http://esg.everest.com.tw/tw/download","","2023/06/30","","","https://esg.everest.com.tw/tw/download                                                                                                                                                                  ","","2023/11/20","","","taih.chen@everest.com.tw                                                                                                ","無"
"1464","得力","DE LICACY","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","http://www.delicacy.com.tw/zh-tw/Investor/公司治理/ESG永續報告書","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","Chuchu5811@delicacy.com.tw                                                                                              ","無"
"1466","聚隆","Acelon","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.acelon.com.tw/zh-tw/csr-cate-first/75bec572214c0edf75535683d4cf5b0a","","2023/07/13","","","                                                                                                                                                                                                        ","","","","","cherry@acelon.com.tw                                                                                                    ",""
"1467","南緯","TEX-RAY","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","http://www.texray.com","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","tr-hq@texray.com                                                                                                        ",""
"1473","台南","TAINAN","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.eng.tai-nan.com/sustainability-report?lang=zh","","2023/09/27","","","https://www.eng.tai-nan.com/sustainability-report                                                                                                                                                       ","","2023/10/27","","","sq@tai-nan.com                                                                                                          ","無"
"1476","儒鴻","ECLAT","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.eclat.com.tw/zh-tw/sustainability/metrics-reports/download-reports/","","2023/09/08","","","https://www.eclat.com.tw/sustainability/metrics-reports/download-reports/                                                                                                                               ","","2023/11/15","","","paul.chiang@eclat.com.tw                                                                                                ",""
"1477","聚陽","Makalot","5. 股本達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.makalot.com.tw/esg/sustainability-report","","2023/09/15","","","https://www.makalot.com.tw/esg/sustainability-report                                                                                                                                                    ","","2023/09/15","","","TinaLee@makalot.com.tw;mengyinghong@makalot.com.tw                                                                      ",""
